Idade,Atrito,Viagem_negócios,Departamento,Distância_casa,Educação,Campo_educação,ID_funcionário,Stisfação_ambiente,Genero,Envolvimento_trabalho,Nível_trabalho,Função,Satisfação_trabalho,Status_civil,Salário,Qtd_empresas_trabalhadas,Hora_extra,Porcentacem_aumento_salário,Desempenho,Satisfação_relação,Qtd_opções_ações,Anos_trabalhando,Qtd_treinamentos,Equilibro_trabalho_pessoal,Anos_companhia,Anos_mesmo_cargo,Anos_pós_promoção,Anos_mesmo_gestor
28,Não,Raramente,Pesquisa & Desenvolvimento,19,4,Medicina,1216,4,M,2,1,Técnico de laboratório,1,Casado,3196,1,Não,12,3,3,3,6,2,3,6,5,3,3
46,Não,Raramente,Pesquisa & Desenvolvimento,15,2,Ciências da vida,1217,4,M,3,5,Diretor de pesquisa,2,Casado,19081,5,Não,11,3,1,1,25,2,3,4,2,0,3
35,Não,Raramente,Vendas,17,4,Ciências da vida,1218,3,M,3,2,Executivo de vendas,1,Casado,8966,3,Sim,15,3,4,3,15,2,3,7,7,1,7
24,Sim,Raramente,Pesquisa & Desenvolvimento,17,2,Ciências da vida,1219,4,F,3,1,Técnico de laboratório,2,Casado,2210,1,Não,13,3,1,1,1,3,1,1,0,0,0
33,Não,Frequentemente,Vendas,25,3,Medicina,1220,2,F,3,2,Executivo de vendas,3,Casado,4539,1,Não,12,3,1,1,10,3,2,10,7,0,1
36,Não,Raramente,Pesquisa & Desenvolvimento,6,4,Ciências da vida,1221,3,M,1,1,Técnico de laboratório,3,Divorciado,2741,1,Não,14,3,3,1,7,4,3,7,7,1,7
30,Não,Raramente,Pesquisa & Desenvolvimento,7,4,Ciências da vida,1224,3,M,3,2,Técnico de laboratório,3,Divorciado,3491,1,Não,13,3,1,3,10,4,2,10,7,8,9
44,Não,Raramente,Pesquisa & Desenvolvimento,29,4,Outro,1225,4,M,3,2,Pesquisador,4,Solteiro,4541,1,Não,25,4,2,0,20,3,3,20,11,13,17
20,Não,Raramente,Vendas,21,3,Marketing,1226,3,M,4,1,Representante de vendas,4,Solteiro,2678,1,Não,17,3,4,0,2,2,3,2,1,2,2
46,Não,Raramente,Pesquisa & Desenvolvimento,2,4,Curso técnico,1228,4,M,3,2,Diretor de manufatura,4,Divorciado,7379,2,Não,11,3,3,1,12,3,2,6,3,1,4
42,Não,Não,Recursos humanos,2,5,Medicina,1231,4,M,4,2,Recursos humanos,1,Casado,6272,7,Não,16,3,1,1,10,3,4,4,3,0,3
60,Não,Raramente,Vendas,7,4,Marketing,1233,2,M,4,2,Executivo de vendas,4,Divorciado,5220,0,Sim,18,3,2,1,12,3,3,11,7,1,9
32,Não,Frequentemente,Pesquisa & Desenvolvimento,13,3,Outro,1234,3,F,2,1,Técnico de laboratório,2,Casado,2743,1,Não,20,4,3,1,2,2,3,2,2,2,2
32,Não,Frequentemente,Pesquisa & Desenvolvimento,2,2,Ciências da vida,1235,4,F,3,2,Pesquisador,3,Solteiro,4998,4,Sim,14,3,4,0,10,2,3,8,7,0,7
36,Não,Raramente,Pesquisa & Desenvolvimento,1,3,Curso técnico,1237,3,F,1,3,Diretor de manufatura,1,Divorciado,10252,2,Sim,21,4,3,1,17,2,3,7,7,7,7
33,Não,Raramente,Pesquisa & Desenvolvimento,9,3,Medicina,1238,1,M,3,1,Pesquisador,4,Casado,2781,0,Não,13,3,2,1,15,5,3,14,10,4,10
40,Não,Raramente,Vendas,10,3,Curso técnico,1239,2,F,2,2,Executivo de vendas,2,Divorciado,6852,7,Não,12,3,2,1,7,2,4,5,1,1,3
25,Não,Raramente,Vendas,10,4,Ciências da vida,1240,3,M,3,2,Executivo de vendas,4,Solteiro,4950,0,Não,14,3,2,0,5,4,3,4,3,1,1
30,Não,Raramente,Pesquisa & Desenvolvimento,1,3,Medicina,1241,4,M,3,1,Pesquisador,2,Casado,3579,0,Sim,21,4,1,1,12,2,3,11,9,5,7
42,Não,Frequentemente,Pesquisa & Desenvolvimento,26,5,Medicina,1242,1,F,3,3,Diretor de pesquisa,1,Casado,13191,3,Sim,17,3,3,0,20,6,3,1,0,0,0
35,Não,Não,Vendas,8,2,Marketing,1243,3,F,2,3,Executivo de vendas,4,Casado,10377,4,Sim,11,3,2,1,16,6,2,13,2,4,12
27,Não,Raramente,Pesquisa & Desenvolvimento,14,3,Ciências da vida,1244,1,M,3,1,Pesquisador,1,Casado,2235,1,Sim,14,3,4,2,9,3,2,9,7,6,8
54,Não,Frequentemente,Pesquisa & Desenvolvimento,1,4,Ciências da vida,1245,4,F,3,3,Diretor de manufatura,3,Divorciado,10502,7,Não,17,3,1,1,33,2,1,5,4,1,4
44,Não,Raramente,Pesquisa & Desenvolvimento,2,1,Ciências da vida,1246,1,F,4,1,Pesquisador,4,Casado,2011,1,Não,13,3,4,1,10,5,3,10,5,7,7
19,Sim,Não,Pesquisa & Desenvolvimento,10,3,Medicina,1248,1,F,2,1,Pesquisador,2,Solteiro,1859,1,Sim,25,4,2,0,1,2,4,1,1,0,0
29,Não,Raramente,Pesquisa & Desenvolvimento,1,3,Ciências da vida,1249,1,F,3,1,Pesquisador,4,Divorciado,3760,1,Não,15,3,1,3,3,5,3,3,2,1,2
54,Não,Raramente,Pesquisa & Desenvolvimento,3,3,Ciências da vida,1250,4,M,3,4,Diretor de pesquisa,4,Casado,17779,3,Não,14,3,1,0,36,2,3,10,9,0,9
31,Não,Raramente,Pesquisa & Desenvolvimento,11,2,Medicina,1251,3,M,3,2,Representante de saúde,1,Casado,6833,1,Sim,12,3,4,0,6,2,2,6,5,0,1
31,Não,Raramente,Pesquisa & Desenvolvimento,24,3,Medicina,1252,3,F,2,2,Representante de saúde,1,Solteiro,6812,1,Não,19,3,2,0,10,2,3,10,9,1,8
59,Não,Raramente,Vendas,3,3,Ciências da vida,1254,3,F,2,2,Executivo de vendas,4,Solteiro,5171,5,Não,17,3,4,0,13,2,3,6,1,0,5
43,Não,Raramente,Pesquisa & Desenvolvimento,3,3,Ciências da vida,1255,3,M,1,5,Diretor de pesquisa,4,Casado,19740,3,Não,14,3,2,1,25,2,3,8,7,0,7
49,Não,Raramente,Pesquisa & Desenvolvimento,4,2,Medicina,1256,1,M,2,5,Gerente,3,Casado,18711,2,Não,13,3,3,1,23,2,4,1,0,0,0
36,Não,Frequentemente,Pesquisa & Desenvolvimento,3,3,Curso técnico,1257,3,M,3,1,Pesquisador,2,Casado,3692,1,Não,12,3,3,0,12,2,2,11,10,0,7
48,Não,Raramente,Pesquisa & Desenvolvimento,2,2,Curso técnico,1258,4,M,4,1,Técnico de laboratório,2,Solteiro,2559,5,Não,11,3,3,0,7,4,2,1,0,0,0
27,Não,Raramente,Pesquisa & Desenvolvimento,4,2,Ciências da vida,1259,1,M,3,1,Pesquisador,3,Divorciado,2517,1,Não,11,3,2,3,5,2,3,5,3,0,3
29,Não,Raramente,Pesquisa & Desenvolvimento,7,3,Ciências da vida,1260,3,M,3,2,Representante de saúde,4,Divorciado,6623,1,Sim,11,3,2,2,6,2,3,6,0,1,0
48,Não,Raramente,Pesquisa & Desenvolvimento,1,3,Ciências da vida,1263,4,M,2,5,Diretor de pesquisa,4,Solteiro,18265,6,Não,12,3,3,0,25,3,4,1,0,0,0
29,Não,Raramente,Pesquisa & Desenvolvimento,1,3,Ciências da vida,1264,4,F,2,4,Diretor de pesquisa,4,Divorciado,16124,3,Não,14,3,2,2,9,2,2,7,7,1,7
34,Não,Raramente,Pesquisa & Desenvolvimento,20,3,Curso técnico,1265,3,F,4,1,Pesquisador,3,Casado,2585,0,Não,17,3,4,0,2,5,2,1,0,0,0
44,Não,Raramente,Vendas,5,3,Marketing,1267,2,M,3,5,Gerente,2,Casado,18213,7,Não,11,3,3,1,26,5,3,22,9,3,10
33,Não,Raramente,Vendas,10,5,Marketing,1268,4,M,4,3,Executivo de vendas,3,Divorciado,8380,0,Sim,14,3,4,2,10,3,3,9,8,0,8
19,Não,Raramente,Pesquisa & Desenvolvimento,25,3,Ciências da vida,1269,2,F,4,1,Pesquisador,4,Solteiro,2994,1,Sim,12,3,4,0,1,2,3,1,0,0,1
23,Não,Raramente,Pesquisa & Desenvolvimento,1,2,Ciências da vida,1270,4,M,3,1,Pesquisador,3,Casado,1223,1,Não,22,4,4,1,1,2,3,1,0,0,1
25,Sim,Frequentemente,Vendas,24,1,Ciências da vida,1273,3,M,1,1,Representante de vendas,4,Solteiro,1118,1,Sim,14,3,4,0,1,4,3,1,0,1,0
26,Não,Raramente,Pesquisa & Desenvolvimento,4,2,Ciências da vida,1275,3,M,3,1,Pesquisador,4,Solteiro,2875,1,Sim,20,4,2,0,8,2,2,8,5,2,2
45,Sim,Raramente,Vendas,2,3,Marketing,1277,1,F,1,5,Gerente,2,Solteiro,18824,2,Sim,16,3,1,0,26,2,3,24,10,1,11
55,Não,Não,Pesquisa & Desenvolvimento,8,1,Medicina,1278,4,M,2,4,Representante de saúde,2,Divorciado,13577,1,Sim,15,3,4,1,34,3,3,33,9,15,0
21,Sim,Frequentemente,Pesquisa & Desenvolvimento,10,2,Ciências da vida,1279,1,F,2,1,Técnico de laboratório,3,Solteiro,2625,1,Não,20,4,3,0,2,2,1,2,2,2,2
46,Não,Raramente,Vendas,4,2,Marketing,1280,4,F,2,5,Gerente,2,Casado,18789,2,Não,14,3,3,1,26,2,3,11,4,0,8
34,Não,Raramente,Vendas,2,3,Marketing,1281,3,F,3,2,Executivo de vendas,1,Solteiro,4538,0,Sim,12,3,4,0,4,3,3,3,2,0,2
51,Não,Frequentemente,Vendas,9,3,Ciências da vida,1282,4,M,3,5,Gerente,2,Divorciado,19847,4,Sim,24,4,1,1,31,5,2,29,10,11,10
59,Não,Raramente,Pesquisa & Desenvolvimento,18,4,Medicina,1283,4,M,3,3,Diretor de manufatura,4,Solteiro,10512,6,Não,12,3,4,0,25,6,2,9,7,5,4
34,Não,Frequentemente,Pesquisa & Desenvolvimento,19,3,Medicina,1285,3,F,3,2,Técnico de laboratório,2,Divorciado,4444,4,Não,13,3,3,2,15,2,4,11,8,5,10
28,Não,Frequentemente,Pesquisa & Desenvolvimento,1,4,Medicina,1286,4,M,3,1,Técnico de laboratório,3,Solteiro,2154,0,Sim,11,3,3,0,5,2,2,4,2,0,2
44,Não,Raramente,Pesquisa & Desenvolvimento,4,2,Ciências da vida,1288,3,M,4,5,Gerente,1,Divorciado,19190,1,Não,14,3,4,2,26,4,2,25,9,14,13
34,Não,Frequentemente,Recursos humanos,11,3,Ciências da vida,1289,3,M,2,2,Recursos humanos,2,Casado,4490,4,Não,11,3,4,2,14,5,4,10,9,1,8
35,Não,Raramente,Pesquisa & Desenvolvimento,6,1,Ciências da vida,1291,3,M,3,1,Pesquisador,3,Casado,3506,0,Sim,14,3,4,0,4,3,3,3,2,2,2
42,Não,Raramente,Pesquisa & Desenvolvimento,7,4,Medicina,1292,2,F,4,2,Pesquisador,2,Casado,2372,6,Sim,16,3,4,0,18,2,3,1,0,0,0
43,Não,Raramente,Vendas,4,4,Marketing,1293,4,F,2,3,Executivo de vendas,4,Solteiro,10231,3,Não,14,3,4,0,23,3,4,21,7,15,17
36,Não,Raramente,Pesquisa & Desenvolvimento,2,4,Ciências da vida,1294,3,F,3,2,Diretor de manufatura,2,Solteiro,5410,9,Sim,11,3,4,0,18,2,3,16,14,5,12
44,Sim,Raramente,Pesquisa & Desenvolvimento,15,3,Medicina,1295,1,F,3,3,Representante de saúde,4,Casado,7978,1,Não,11,3,4,1,10,2,3,10,7,0,5
28,Não,Frequentemente,Pesquisa & Desenvolvimento,2,3,Ciências da vida,1296,4,M,2,1,Técnico de laboratório,4,Casado,3867,1,Sim,12,3,2,1,2,2,3,2,2,2,2
51,Não,Frequentemente,Pesquisa & Desenvolvimento,6,2,Medicina,1297,2,F,2,1,Técnico de laboratório,3,Solteiro,2838,0,Não,14,3,2,0,8,6,2,7,0,7,7
30,Não,Não,Pesquisa & Desenvolvimento,9,2,Medicina,1298,3,F,3,2,Diretor de manufatura,3,Solteiro,4695,7,Sim,18,3,3,0,10,3,3,8,4,1,7
29,Sim,Raramente,Pesquisa & Desenvolvimento,7,3,Curso técnico,1299,2,F,3,1,Técnico de laboratório,3,Divorciado,3339,3,Sim,13,3,1,2,10,2,3,7,7,7,7
28,Não,Raramente,Pesquisa & Desenvolvimento,1,3,Curso técnico,1301,4,M,3,1,Pesquisador,1,Solteiro,2080,2,Não,11,3,2,0,5,2,2,3,2,1,2
25,Não,Raramente,Pesquisa & Desenvolvimento,1,3,Medicina,1303,4,F,3,1,Pesquisador,2,Solteiro,2096,1,Não,18,3,4,0,2,3,2,2,2,2,1
32,Não,Raramente,Vendas,8,3,Medicina,1304,3,M,4,2,Executivo de vendas,4,Casado,6209,1,Não,15,3,3,2,10,4,4,10,7,0,8
45,Não,Frequentemente,Pesquisa & Desenvolvimento,25,3,Medicina,1306,2,F,3,5,Gerente,2,Solteiro,18061,3,Não,22,4,3,0,22,4,3,0,0,0,0
39,Não,Raramente,Pesquisa & Desenvolvimento,13,4,Medicina,1307,3,F,2,4,Gerente,2,Divorciado,17123,6,Sim,13,3,4,2,21,4,3,19,9,15,2
58,Não,Raramente,Pesquisa & Desenvolvimento,23,4,Ciências da vida,1308,1,M,3,1,Pesquisador,3,Divorciado,2372,1,Não,12,3,4,2,2,3,3,2,2,2,2
32,Sim,Raramente,Pesquisa & Desenvolvimento,7,2,Ciências da vida,1309,4,M,3,2,Técnico de laboratório,3,Casado,4883,1,Não,18,3,1,1,10,3,3,10,4,1,1
39,Sim,Raramente,Pesquisa & Desenvolvimento,23,3,Medicina,1310,3,M,3,1,Pesquisador,1,Solteiro,3904,0,Não,13,3,1,0,6,2,3,5,2,0,3
30,Não,Raramente,Pesquisa & Desenvolvimento,6,3,Curso técnico,1311,1,F,2,2,Técnico de laboratório,4,Casado,4627,0,Não,12,3,1,1,10,6,3,9,2,6,7
36,Não,Raramente,Pesquisa & Desenvolvimento,10,4,Curso técnico,1312,4,F,3,3,Representante de saúde,3,Casado,7094,3,Não,12,3,1,0,10,0,3,7,7,1,7
46,Não,Raramente,Recursos humanos,1,2,Ciências da vida,1314,4,F,3,1,Recursos humanos,1,Solteiro,3423,6,Não,12,3,3,0,10,3,4,7,6,5,7
28,Não,Não,Pesquisa & Desenvolvimento,1,3,Ciências da vida,1315,3,F,1,2,Técnico de laboratório,4,Casado,6674,0,Não,11,3,1,3,10,6,3,9,8,7,5
50,Não,Raramente,Pesquisa & Desenvolvimento,28,3,Ciências da vida,1317,4,F,3,4,Diretor de pesquisa,1,Casado,16880,4,Sim,11,3,2,0,25,2,3,3,2,1,2
40,Sim,Raramente,Vendas,25,4,Marketing,1318,4,M,2,3,Executivo de vendas,2,Solteiro,9094,2,Sim,12,3,3,0,9,2,3,5,4,1,0
52,Sim,Raramente,Vendas,5,3,Ciências da vida,1319,2,M,3,3,Executivo de vendas,2,Solteiro,8446,9,Sim,19,3,3,0,10,2,2,8,7,7,7
30,Não,Raramente,Pesquisa & Desenvolvimento,17,4,Medicina,1321,2,F,3,3,Gerente,1,Casado,11916,1,Sim,23,4,4,2,9,2,3,9,1,0,8
39,Não,Raramente,Pesquisa & Desenvolvimento,18,2,Ciências da vida,1322,1,M,3,2,Diretor de manufatura,3,Solteiro,4534,0,Não,11,3,1,0,9,6,3,8,7,1,7
31,Não,Não,Vendas,2,4,Ciências da vida,1324,4,F,3,3,Executivo de vendas,3,Divorciado,9852,1,Sim,19,3,1,1,10,5,2,10,8,9,6
41,Não,Não,Vendas,10,2,Medicina,1329,3,M,1,2,Executivo de vendas,2,Solteiro,6151,1,Não,13,3,1,0,19,4,3,19,2,11,9
31,Sim,Frequentemente,Vendas,1,3,Ciências da vida,1331,4,F,3,1,Representante de vendas,2,Solteiro,2302,1,Sim,11,3,1,0,3,2,4,3,2,2,2
44,Sim,Raramente,Pesquisa & Desenvolvimento,3,3,Ciências da vida,1333,1,M,3,1,Técnico de laboratório,1,Casado,2362,4,Não,12,3,3,0,10,4,4,3,2,1,2
42,Não,Não,Pesquisa & Desenvolvimento,2,1,Ciências da vida,1334,3,M,3,4,Gerente,3,Casado,17861,0,Sim,13,3,4,0,21,3,2,20,8,2,10
55,Não,Raramente,Pesquisa & Desenvolvimento,2,2,Medicina,1336,4,F,1,5,Gerente,3,Casado,19187,4,Não,14,3,4,1,23,5,3,19,9,9,11
56,Não,Raramente,Recursos humanos,8,4,Ciências da vida,1338,4,M,3,5,Gerente,2,Solteiro,19717,6,Não,14,3,1,0,36,4,3,7,3,7,7
40,Não,Não,Pesquisa & Desenvolvimento,16,2,Ciências da vida,1340,3,M,3,1,Pesquisador,3,Divorciado,3544,9,Não,16,3,2,1,6,0,3,4,2,0,0
34,Não,Raramente,Pesquisa & Desenvolvimento,9,3,Ciências da vida,1344,4,M,3,3,Representante de saúde,4,Divorciado,8500,0,Não,11,3,4,1,10,0,2,9,7,1,6
40,Não,Raramente,Pesquisa & Desenvolvimento,2,3,Ciências da vida,1346,3,M,3,2,Pesquisador,4,Solteiro,4661,1,Não,13,3,3,0,9,4,3,9,8,8,8
41,Não,Frequentemente,Vendas,1,3,Marketing,1349,3,F,3,2,Executivo de vendas,1,Divorciado,4103,0,Não,17,3,4,1,10,2,3,9,3,1,7
35,Não,Frequentemente,Pesquisa & Desenvolvimento,4,4,Ciências da vida,1350,3,M,3,2,Pesquisador,3,Solteiro,4249,1,Sim,11,3,2,0,9,3,3,9,6,1,1
51,Não,Raramente,Recursos humanos,5,3,Ciências da vida,1352,3,M,3,4,Gerente,2,Divorciado,14026,1,Sim,11,3,2,1,33,2,3,33,9,0,10
38,Não,Raramente,Vendas,2,2,Ciências da vida,1355,2,F,3,2,Executivo de vendas,1,Divorciado,6893,3,Não,15,3,4,1,11,3,3,7,7,1,7
34,Não,Raramente,Vendas,15,2,Medicina,1356,3,F,3,2,Executivo de vendas,1,Solteiro,6125,1,Não,12,3,4,0,10,6,4,10,8,9,6
25,Não,Raramente,Pesquisa & Desenvolvimento,19,1,Medicina,1358,4,M,3,1,Técnico de laboratório,4,Casado,3669,3,Não,11,3,3,3,7,6,2,3,2,1,2
58,Sim,Raramente,Pesquisa & Desenvolvimento,7,4,Medicina,1360,3,F,2,3,Diretor de manufatura,1,Casado,10008,7,Sim,14,3,4,0,31,0,2,10,9,5,9
40,Não,Raramente,Pesquisa & Desenvolvimento,1,4,Ciências da vida,1361,2,M,3,1,Técnico de laboratório,2,Casado,2387,3,Não,22,4,3,1,7,3,3,4,2,0,3
36,Não,Frequentemente,Vendas,7,3,Marketing,1362,1,F,4,2,Executivo de vendas,1,Casado,4639,2,Não,16,3,4,1,17,2,2,15,7,6,13
48,Não,Raramente,Pesquisa & Desenvolvimento,4,3,Ciências da vida,1363,4,M,3,3,Diretor de manufatura,4,Solteiro,7898,1,Não,11,3,3,0,11,2,3,10,9,0,8
27,Não,Raramente,Vendas,11,3,Medicina,1364,3,F,4,1,Representante de vendas,4,Casado,2534,8,Não,14,3,2,1,5,4,3,1,0,0,0
51,Não,Raramente,Pesquisa & Desenvolvimento,11,2,Curso técnico,1367,4,F,2,4,Diretor de manufatura,2,Solteiro,13142,3,Não,16,3,2,0,29,1,2,5,2,0,3
18,Não,Não,Pesquisa & Desenvolvimento,1,3,Ciências da vida,1368,4,F,3,1,Técnico de laboratório,4,Solteiro,1611,1,Não,15,3,3,0,0,5,4,0,0,0,0
35,Não,Raramente,Pesquisa & Desenvolvimento,1,3,Medicina,1369,4,F,2,2,Técnico de laboratório,4,Casado,5363,0,Não,12,3,2,1,10,0,3,9,7,0,0
27,Não,Frequentemente,Vendas,2,1,Ciências da vida,1371,4,M,1,2,Executivo de vendas,4,Solteiro,5071,3,Não,20,4,2,0,8,3,3,6,2,0,0
55,Sim,Raramente,Vendas,13,4,Marketing,1372,1,M,4,4,Executivo de vendas,3,Solteiro,13695,6,Sim,17,3,3,0,24,2,2,19,7,3,8
56,Não,Raramente,Pesquisa & Desenvolvimento,23,3,Ciências da vida,1373,4,M,3,4,Diretor de manufatura,2,Casado,13402,4,Sim,12,3,1,1,33,0,3,19,16,15,9
34,Não,Não,Pesquisa & Desenvolvimento,26,1,Curso técnico,1374,1,F,2,1,Pesquisador,3,Divorciado,2029,1,Não,20,4,3,3,5,2,3,5,4,0,0
40,Não,Raramente,Pesquisa & Desenvolvimento,2,1,Medicina,1375,2,F,4,2,Representante de saúde,3,Divorciado,6377,5,Não,20,4,2,3,15,0,3,12,11,11,8
34,Não,Raramente,Pesquisa & Desenvolvimento,29,3,Medicina,1377,2,M,3,2,Técnico de laboratório,3,Casado,5429,4,Não,13,3,1,2,10,1,3,8,7,7,7
31,Sim,Frequentemente,Vendas,2,3,Ciências da vida,1379,3,F,2,1,Representante de vendas,4,Solteiro,2785,7,Não,14,3,3,0,3,3,4,1,0,0,0
35,Sim,Frequentemente,Vendas,18,4,Marketing,1380,4,F,3,2,Executivo de vendas,3,Casado,4614,0,Sim,18,3,3,1,5,0,2,4,2,3,2
38,Não,Frequentemente,Pesquisa & Desenvolvimento,7,3,Ciências da vida,1382,4,M,4,1,Pesquisador,3,Divorciado,2610,1,Não,11,3,4,3,4,2,3,4,2,0,3
34,Não,Raramente,Pesquisa & Desenvolvimento,2,4,Curso técnico,1383,3,F,3,2,Representante de saúde,4,Solteiro,6687,1,Não,11,3,4,0,14,2,4,14,11,4,11
28,Não,Raramente,Vendas,26,3,Ciências da vida,1387,3,M,2,2,Executivo de vendas,1,Casado,4724,1,Não,11,3,3,1,5,0,3,5,3,0,4
31,Sim,Raramente,Pesquisa & Desenvolvimento,22,4,Medicina,1389,4,M,3,2,Diretor de manufatura,3,Casado,6179,1,Sim,15,3,4,2,10,3,2,10,2,6,7
39,Não,Raramente,Vendas,21,4,Ciências da vida,1390,1,M,2,2,Executivo de vendas,4,Casado,6120,3,Sim,12,3,4,2,8,2,4,5,4,1,4
51,Não,Frequentemente,Vendas,2,3,Marketing,1391,2,M,3,3,Executivo de vendas,2,Casado,10596,2,Não,11,3,2,0,14,5,3,4,2,3,2
41,Não,Frequentemente,Pesquisa & Desenvolvimento,22,3,Ciências da vida,1392,4,F,3,2,Pesquisador,4,Divorciado,5467,3,Sim,14,3,1,2,12,4,2,6,2,3,3
37,Não,Raramente,Pesquisa & Desenvolvimento,4,1,Ciências da vida,1394,3,M,3,1,Pesquisador,3,Casado,2996,7,Sim,15,3,4,0,8,2,3,6,4,1,3
33,Não,Frequentemente,Vendas,5,1,Ciências da vida,1395,2,M,3,2,Executivo de vendas,4,Casado,9998,6,Não,13,3,1,0,8,2,4,5,4,1,2
32,Não,Raramente,Vendas,2,1,Marketing,1396,3,M,3,2,Executivo de vendas,2,Casado,4078,0,Sim,13,3,1,3,4,3,2,3,2,1,2
39,Não,Não,Pesquisa & Desenvolvimento,25,2,Ciências da vida,1397,3,M,3,3,Representante de saúde,3,Casado,10920,3,Não,21,4,2,1,13,2,3,6,4,0,5
25,Não,Raramente,Vendas,18,1,Ciências da vida,1399,1,M,4,2,Executivo de vendas,3,Casado,6232,2,Não,11,3,2,0,6,3,2,3,2,1,2
52,Não,Frequentemente,Pesquisa & Desenvolvimento,28,2,Medicina,1401,4,F,4,4,Diretor de manufatura,3,Casado,13247,2,Sim,11,3,2,1,24,3,2,5,3,0,2
43,Não,Raramente,Pesquisa & Desenvolvimento,6,3,Medicina,1402,1,F,2,2,Pesquisador,3,Solteiro,4081,1,Sim,14,3,1,0,20,3,1,20,7,1,8
27,Não,Raramente,Vendas,10,3,Marketing,1403,4,F,2,2,Executivo de vendas,4,Casado,5769,1,Sim,11,3,4,0,6,3,3,6,2,4,4
27,Sim,Raramente,Pesquisa & Desenvolvimento,17,4,Ciências da vida,1405,4,F,3,1,Pesquisador,3,Solteiro,2394,1,Sim,13,3,4,0,8,2,3,8,2,7,7
26,Não,Raramente,Pesquisa & Desenvolvimento,2,1,Medicina,1407,1,M,2,1,Pesquisador,4,Solteiro,3904,0,Não,12,3,4,0,5,2,3,4,3,1,1
42,Não,Raramente,Recursos humanos,10,3,Recursos humanos,1408,3,F,3,4,Gerente,1,Casado,16799,0,Não,14,3,3,1,21,5,3,20,7,0,9
52,Não,Raramente,Pesquisa & Desenvolvimento,8,4,Outro,1409,3,F,3,1,Técnico de laboratório,1,Casado,2950,9,Não,13,3,3,0,12,2,1,5,4,0,4
37,Não,Raramente,Pesquisa & Desenvolvimento,11,3,Medicina,1411,1,F,3,1,Técnico de laboratório,3,Solteiro,3629,4,Não,18,3,1,0,8,6,3,3,2,0,2
35,Não,Frequentemente,Pesquisa & Desenvolvimento,18,2,Ciências da vida,1412,3,M,3,3,Diretor de manufatura,4,Solteiro,9362,2,Não,11,3,3,0,10,2,3,2,2,2,2
25,Não,Raramente,Pesquisa & Desenvolvimento,1,3,Curso técnico,1415,1,M,3,1,Técnico de laboratório,4,Casado,3229,4,Não,11,3,2,1,7,2,2,3,2,0,2
26,Não,Raramente,Pesquisa & Desenvolvimento,7,3,Outro,1417,3,M,4,1,Técnico de laboratório,1,Solteiro,3578,0,Não,12,3,4,0,8,2,3,7,7,0,7
29,Não,Raramente,Recursos humanos,17,3,Outro,1419,2,M,2,3,Recursos humanos,1,Solteiro,7988,1,Não,13,3,1,0,10,3,2,10,9,0,9
49,Sim,Frequentemente,Pesquisa & Desenvolvimento,28,2,Ciências da vida,1420,1,M,2,2,Técnico de laboratório,1,Solteiro,4284,3,Não,20,4,1,0,20,2,3,4,3,1,3
29,Sim,Frequentemente,Pesquisa & Desenvolvimento,14,1,Outro,1421,3,F,3,3,Representante de saúde,4,Solteiro,7553,0,Sim,12,3,1,0,9,1,3,8,7,7,7
54,Não,Raramente,Pesquisa & Desenvolvimento,1,3,Medicina,1422,4,F,3,4,Diretor de pesquisa,4,Solteiro,17328,6,Não,19,3,4,0,29,3,2,20,7,12,7
58,Não,Raramente,Pesquisa & Desenvolvimento,1,3,Medicina,1423,4,F,3,5,Diretor de pesquisa,1,Casado,19701,3,Sim,21,4,3,1,32,3,3,9,8,1,5
55,Não,Raramente,Pesquisa & Desenvolvimento,1,4,Medicina,1424,2,M,4,4,Diretor de pesquisa,4,Divorciado,14732,2,Não,13,3,4,2,31,4,4,7,7,0,0
36,Não,Raramente,Vendas,3,4,Marketing,1425,1,F,3,2,Executivo de vendas,2,Solteiro,9278,3,Sim,16,3,4,0,15,3,3,5,4,0,1
31,Sim,Frequentemente,Vendas,1,4,Ciências da vida,1427,2,F,1,1,Representante de vendas,3,Solteiro,1359,1,Não,12,3,2,0,1,3,3,1,0,0,0
30,Não,Raramente,Vendas,7,4,Marketing,1428,4,F,3,2,Executivo de vendas,1,Divorciado,4779,7,Não,14,3,2,2,8,3,3,3,2,0,2
31,Não,Raramente,Pesquisa & Desenvolvimento,8,5,Ciências da vida,1430,1,F,3,4,Diretor de pesquisa,2,Solteiro,16422,3,Não,11,3,3,0,9,3,4,3,2,1,0
34,Não,Frequentemente,Pesquisa & Desenvolvimento,1,4,Outro,1431,4,M,3,1,Pesquisador,1,Divorciado,2996,5,Não,14,3,3,2,10,2,3,4,3,1,3
31,Sim,Raramente,Pesquisa & Desenvolvimento,8,3,Ciências da vida,1433,1,F,2,1,Pesquisador,2,Solteiro,1261,1,Não,12,3,3,0,1,3,4,1,0,0,0
27,Não,Raramente,Pesquisa & Desenvolvimento,11,1,Ciências da vida,1434,2,M,3,1,Técnico de laboratório,1,Casado,2099,0,Não,14,3,2,0,6,3,4,5,0,1,4
36,Não,Raramente,Pesquisa & Desenvolvimento,4,4,Ciências da vida,1435,1,M,2,2,Técnico de laboratório,4,Solteiro,5810,1,Não,16,3,3,0,10,2,2,10,4,1,8
